fen                                                                   ,line                                                ,depth ,knodes    ,cp      ,mate
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e5 d4b3 f8e7 f2f3 c8e6 d1d2 h7h5 f1e2 b8d7 c3d5   ,   40 ,  2600349 ,19.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,f6g4 e3c1 g4f6 h2h3 e7e6 g2g4 d6d5 f1g2 f6e4 c3e4   ,   40 ,  2600349 ,22.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e6 a2a3 f8e7 f2f3 e8h8 h2h4 f6h5 e3f2 b8c6 g2g4   ,   40 ,  2600349 ,32.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,b8c6 f2f3 e7e5 d4b3 c8e6 d1e2 a8c8 e1a1 f8e7 g2g4   ,   40 ,  2600349 ,40.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e5 d4b3 c8e6 h2h3 b8d7 d1d3 d7c5 b3c5 d6c5 d3d8   ,   37 ,  1239828 ,17.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,f6g4 e3c1 g4f6 h2h3 e7e5 d4b3 c8e6 f2f4 f8e7 f4f5   ,   37 ,  1239828 ,26.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e6 a2a3 h7h5 a3a4 d8c7 f1d3 b7b6 e3g5 b8d7 h2h3   ,   37 ,  1239828 ,33.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,d8c7 f1e2 e7e6 d1d2 b7b5 f2f3 d6d5 e4e5 f6d7 f3f4   ,   37 ,  1239828 ,43.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,b8c6 f2f3 e7e5 d4b3 c8e6 d1e2 f8e7 e1a1 a8c8 g2g4   ,   37 ,  1239828 ,44.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e5 d4b3 f8e7 f2f3 c8e6 d1d2 e8h8 e1a1 b8d7 g2g4   ,   23 ,   137979 ,21.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,f6g4 e3c1 g4f6 f2f3 e7e5 d4b3 c8e6 c1e3 b8c6 d1d2   ,   23 ,   137979 ,28.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e6 f2f3 b7b5 d1d2 b8d7 g2g4 h7h6 e1a1 b5b4 c3e2   ,   23 ,   137979 ,34.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,b8c6 f1e2 e7e5 d4b3 c8e6 e2f3 a8c8 e1h1 c6a5 b3d2   ,   23 ,   137979 ,36.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,d8c7 f1e2 e7e5 d4b3 f8e7 a2a4 b7b6 a4a5 b6b5 c3d5   ,   23 ,   137979 ,46.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,c8d7 h2h3 b8c6 g2g4 h7h6 f2f4 a8c8 d4b3 e7e6 d1f3   ,   23 ,   137979 ,47.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,h7h6 d4b3 b8c6 d1e2 e7e6 e1a1 b7b5 c1b1 f8e7 g2g4   ,   23 ,   137979 ,49.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,g7g6 d1d2 b8c6 f2f3 h7h5 e1a1 c6d4 e3d4 f8h6 f3f4   ,   23 ,   137979 ,56.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e5 d4b3 f8e7 f2f3 c8e6 d1d2 e8h8 e1a1 b8d7 g2g4   ,   17 ,     7425 ,31.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,b8c6 f1e2 e7e5 d4b3 f8e7 c3d5 e8h8 e3b6 d8d7 d1d3   ,   17 ,     7425 ,46.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,b8c6 f1e2 e7e5 d4b3 f8e7 c3d5 e8h8 e3b6 d8d7 d1d3   ,   17 ,     7425 ,46.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e6 d1d2 f8e7 f2f3 d6d5 e4e5 f6d7 f3f4 b8c6 e1a1   ,   17 ,     7425 ,47.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,e7e6 d1d2 f8e7 f2f3 d6d5 e4e5 f6d7 f3f4 b8c6 e1a1   ,   17 ,     7425 ,47.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,f6g4 e3g5 b8c6 h2h3 g4f6 g2g4 h7h6 g5e3 e7e5 d4f5   ,   17 ,     7425 ,50.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,f6g4 e3g5 b8c6 h2h3 g4f6 g2g4 h7h6 g5e3 e7e5 d4f5   ,   17 ,     7425 ,50.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,d8c7 f2f3 e7e5 d4b3 c8e6 g2g4 h7h6 d1d2 b8d7 h2h4   ,   17 ,     7425 ,51.0    ,
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -         ,d8c7 f2f3 e7e5 d4b3 c8e6 g2g4 h7h6 d1d2 b8d7 h2h4   ,   17 ,     7425 ,51.0    ,
k7/p7/b1r3q1/3pQp2/3B1P2/P7/2P2RP1/2K5 w - -                          ,e5e7 a6b7 e7d7 c6c8 c1d2 c8e8 g2g3 e8c8 d7a4 a7a6   ,   22 ,     1295 ,150.0   ,
rn1qk2r/ppp2ppp/8/2b1p3/2N1nP2/5N2/PPPP2PP/R1BQK2R b KQkq -           ,e4f2 d1e2 f2h1 e2e5 d8e7 d2d4 b8d7 e5e2 c5d6 c4d6   ,   25 ,    67795 ,-206.0  ,
rn1qk2r/ppp2ppp/8/2b1p3/2N1nP2/5N2/PPPP2PP/R1BQK2R b KQkq -           ,e8h8 d1e2 e4f2 e1h1 e5e4 f3g5 h7h6 c4e3 b8c6 f1f2   ,   25 ,    67795 ,-44.0   ,
rn1qk2r/ppp2ppp/8/2b1p3/2N1nP2/5N2/PPPP2PP/R1BQK2R b KQkq -           ,e5f4 d2d4 b8c6 d1e2 e8h8 d4c5 f8e8 e1h1 e4g3 e2d3   ,   25 ,    67795 ,0.0     ,
8/3B4/6k1/1P1b1p2/5P1p/8/6PK/8 b - -                                  ,g6f7 d7c6 d5e4 h2h3 f7e6 h3h4 e4d3 h4g5 e6d6 g5f6   ,   25 ,     3708 ,846.0   ,
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,g7f7 c5d4 a1d4 h8g8 f7g7 g8h8 g7g5 f8f6 d4f6        ,   99 ,     9369 ,        ,5.0
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,g7f7 c5d4 a1d4 h8g8 f7g7 g8h8 g7g3 f8f6 d4f6        ,   29 ,   101095 ,        ,5.0
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,g7g5 f7f6 g5c5 b6c5 g1f2 c8d8 g2g4 h8g8 c1d1 g8f7   ,   29 ,   101095 ,-72.0   ,
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,a1d4 c5d4 e3d4 h8g7 c1d1 c8c4 d1d3 f8d8 d4d5 c4f4   ,   29 ,   101095 ,-538.0  ,
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,g7f7 c5d4 a1d4 h8g8 f7g7 g8h8 g7g3 f8f6 d4f6        ,   22 ,    23949 ,        ,5.0
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,g7g5 f7f6 g5c5 c8c5 a1d4 d3d2 c1d1 c5c4 d1d2 b6b5   ,   22 ,    23949 ,-91.0   ,
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,a1d4 c5d4 e3d4 h8g7 c1c3 d3d2 c3d3 c8c4 d3d2 g7h8   ,   22 ,    23949 ,-539.0  ,
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,g1h1 f7f6 g7d7 c5e3 c1d1 c8c4 d7d3 e3d3 d1d3 c4c1   ,   22 ,    23949 ,-550.0  ,
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -                     ,c1d1 f7f6 g7d7 c5e3 g1h1 c8c4 d7d3 e3d3 d1d3 c4c1   ,   22 ,    23949 ,-560.0  ,
r1bq1rk1/pp2ppbp/2np1np1/8/2PBP3/2N2P2/PP1Q2PP/R3KBNR w KQ -          ,d4e3 c8e6 a1c1 c6e5 b2b3 a7a6 f1e2 b7b5 c4b5 a6b5   ,   28 ,    46459 ,-32.0   ,
r1bq1rk1/pp2ppbp/2np1np1/8/2PBP3/2N2P2/PP1Q2PP/R3KBNR w KQ -          ,d4e3 c6e5 a1c1 c8d7 b2b3 a7a6 g1e2 b7b5 e2f4 b5c4   ,   20 ,    36421 ,-15.0   ,
r1bq1rk1/pp2ppbp/2np1np1/8/2PBP3/2N2P2/PP1Q2PP/R3KBNR w KQ -          ,d4f2 c8e6 a1c1 d8a5 f2e3 f8d8 b2b3 c6b4 e1f2 b7b5   ,   20 ,    36421 ,-56.0   ,
r1bq1rk1/pp2ppbp/2np1np1/8/2PBP3/2N2P2/PP1Q2PP/R3KBNR w KQ -          ,g1e2 c8e6 b2b3 c6d4 e2d4 e6d7 a1d1 a7a5 a2a4 d8b6   ,   20 ,    36421 ,-66.0   ,
r1bq1rk1/pp2ppbp/2np1np1/8/2PBP3/2N2P2/PP1Q2PP/R3KBNR w KQ -          ,d4f6 g7f6 h2h4 c8e6 a1c1 a8c8 b2b3 h7h5 f3f4 a7a6   ,   20 ,    36421 ,-91.0   ,
r1bq1rk1/pp2ppbp/2np1np1/8/2PBP3/2N2P2/PP1Q2PP/R3KBNR w KQ -          ,c3e2 c6d4 e2d4 d8b6 g1e2 f8d8 a2a4 a7a6 g2g4 c8g4   ,   20 ,    36421 ,-156.0  ,
r1bqk2r/p1pn1ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq -     ,f1e2 e8h8 e1h1 a8b8 b2b3 c4b3 c3b5 h7h6 g5f6 d7f6   ,   36 ,   976128 ,-82.0   ,
r1bqk2r/p1pn1ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq -     ,g5h4 a7a6 a2a4 a8b8 f1e2 e8h8 e1h1 h7h6 a4b5 a6b5   ,   36 ,   976128 ,-118.0  ,
r1bqk2r/p1pn1ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq -     ,d1c2 a7a6 f1e2 h7h6 g5h4 e8h8 a2a4 a8b8 e1h1 c5d6   ,   36 ,   976128 ,-126.0  ,
r1bqk2r/p1pn1ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq -     ,f1e2 a8b8 e1h1 e8h8 b2b3 c4b3 c3b5 h7h6 g5f6 d7f6   ,   25 ,    75079 ,-98.0   ,
r1bqk2r/p1pn1ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq -     ,c3b5 c5f2 e1f2 f6e4 f2g1 e4g5 f3g5 d8g5 d1c1 g5d8   ,   25 ,    75079 ,-136.0  ,
r1bqk2r/p1pn1ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq -     ,g5h4 a8b8 a2a4 a7a6 f1e2 e8h8 e1h1 f8e8 d1c2 c5d4   ,   25 ,    75079 ,-155.0  ,
r1bqk2r/p1pn1ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq -     ,d1c2 a7a6 a2a4 a8b8 f1e2 h7h6 g5h4 g7g5 h4g3 b5b4   ,   25 ,    75079 ,-158.0  ,
r1bqk2r/p1pn1ppp/5n2/1pbPp1B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq -     ,d1c1 a7a6 a2a4 a8b8 a4b5 a6b5 f1e2 c5d6 g5e3 e8h8   ,   25 ,    75079 ,-162.0  ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2b3 b5b4 b3a2 b4b3 a2b3 f6f5 d7e5 f5e4 e5c4 e4e3   ,   53 ,    61408 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2b3 f6f5 e4f5 g5f5 d7c5 e5e4 b3a3 e4e3 c5d3 f5e4   ,   42 ,    14238 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2b1 f6f5 e4f5 g5f5 d7c5 e5e4 b1a2 e4e3 a2a3 f5e5   ,   42 ,    14238 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2b3 a3a2 b3a2 f6f5 e4f5 g5f5 a2b3 e5e4 d7c5 e4e3   ,   38 ,    13350 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2b1 f6f5 e4f5 g5f5 b1a2 f5e6 d7e5 e6e5 a2a3 e5d6   ,   38 ,    13350 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2c3 f6f5 e4f5 g5f5 c3b3 a3a2 b3a2 f5e6 d7e5 e6e5   ,   38 ,    13350 ,0.0     ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2c3 f6f5 e4f5 g5f5 c3b3 b5b4 d7c5 e5e4 c5a6 f5e5   ,   31 ,    10031 ,-38.0   ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2b3 b5b4 b3a2 f6f5 e4f5 g5f5 d7b8 e5e4 b8c6 e4e3   ,   31 ,    10031 ,-38.0   ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2b1 f6f5 e4f5 g5f5 b1a2 b5b4 d7b8 e5e4 b8c6 e4e3   ,   31 ,    10031 ,-38.0   ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,d7c5 g5f4 c2d3 f4f3 c5b3 a3a2 b3a1 f3f2 a1b3 b5b4   ,   31 ,    10031 ,-39.0   ,
8/3N4/5p2/1p2p1k1/4P3/p7/2K5/8 w - -                                  ,c2c1 f6f5 e4f5 g5f5 d7c5 e5e4 c5a6 e4e3 a6b4 f5f4   ,   31 ,    10031 ,-40.0   ,
8/8/1Q6/2K1k3/8/5b2/8/8 w - -                                         ,b6g6 f3e4 g6g3 e5f5 c5d4 e4b7 g3e5 f5g4 d4e3 b7c6   ,   50 ,    37111 ,        ,12.0
r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq d6       ,c4b5 f6e4 c3d4 c5b6 b1c3 c8g4 c1e3 e8h8 h2h3 g4h5   ,   48 ,  1422951 ,14.0    ,
r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq d6       ,c4e2 f6e4 c3d4 c5b4 c1d2 e4d2 b1d2 e8h8 e1h1 f7f6   ,   48 ,  1422951 ,0.0     ,
r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq d6       ,c4b5 f6e4 c3d4 c5b6 b1c3 e8h8 c1e3 c8g4 h2h3 g4h5   ,   40 ,  2402375 ,14.0    ,
r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq d6       ,c4e2 f6e4 c3d4 c5b4 c1d2 e4d2 b1d2 e8h8 e1h1 f7f6   ,   40 ,  2402375 ,0.0     ,
r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq d6       ,c4d3 f6e4 c3d4 c5b4 c1d2 e4d2 b1d2 c8g4 d3b5 e8h8   ,   40 ,  2402375 ,-18.0   ,
r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq d6       ,c4b3 f6e4 c3d4 c5b4 c1d2 e4d2 b1d2 c8g4 b3a4 e8h8   ,   40 ,  2402375 ,-22.0   ,
r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq d6       ,c4f1 f6e4 c3d4 c5b4 c1d2 e4d2 b1d2 a7a6 f1e2 b4a5   ,   40 ,  2402375 ,-23.0   ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,f8g7 c4d5 f6d5 e2e4 d5c3 b2c3 c7c5 a1b1 e8h8 f1e2   ,   42 ,  1600293 ,32.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,c7c6 h2h3 f8g7 c4d5 c6d5 c1f4 e8h8 e2e3 d8b6 a2a3   ,   42 ,  1600293 ,45.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,e7e6 c1f4 f8g7 e2e3 e8h8 a1c1 a7a6 h2h4 b8d7 c4c5   ,   42 ,  1600293 ,65.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,f8g7 c4d5 f6d5 e2e4 d5c3 b2c3 c7c5 c1e3 d8a5 d1d2   ,   32 ,   109639 ,30.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,c7c6 c4d5 c6d5 c1f4 b8c6 e2e3 f6h5 f4e5 f7f6 e5g3   ,   32 ,   109639 ,34.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,e7e6 c1f4 f8g7 a1c1 e8h8 e2e3 b8d7 f1e2 d5c4 e2c4   ,   32 ,   109639 ,62.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,a7a6 c4d5 f6d5 h2h4 f8g7 e2e4 d5c3 b2c3 c8g4 h4h5   ,   32 ,   109639 ,76.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,f8g7 d1b3 d5c4 b3c4 e8h8 e2e4 a7a6 c4b3 b7b5 f1e2   ,   29 ,   284930 ,19.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,c7c6 h2h3 f8g7 c4d5 c6d5 c1f4 d8b6 d1b3 b6b3 a2b3   ,   29 ,   284930 ,36.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,e7e6 c1f4 f8g7 a1c1 e8h8 e2e3 c7c6 f1e2 d5c4 e2c4   ,   29 ,   284930 ,62.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,d8d6 c4d5 f6d5 e2e4 d5c3 b2c3 f8g7 h2h4 e8h8 e4e5   ,   29 ,   284930 ,83.0    ,
rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -       ,b8c6 c4d5 f6d5 e2e4 d5c3 b2c3 f8g7 h2h4 h7h5 f1e2   ,   29 ,   284930 ,85.0    ,
2r2r1k/5R1p/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 b - -                     ,c5d4 a1d4 h8g8 f7g7 g8h8 g7g3 f8f6 d4f6             ,   99 ,    10515 ,        ,4.0
2r2r1k/5R1p/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 b - -                     ,c5e5 a1e5 h8g8 f7g7 g8h8 g7g3 f8f6 e5f6             ,   99 ,    10515 ,        ,4.0
2r2r1k/5R1p/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 b - -                     ,h8g8 f7g7 g8h8 g7g3 c5e5 a1e5 f8f6 e5f6             ,   99 ,    10515 ,        ,4.0
Q1R5/6p1/6k1/6b1/3N1n2/5p2/2p5/5K2 w - -                              ,a8e4 g6h5 c8c2 f4e2 e4f3 h5g6 f3f5 g6h6 c2e2 g7g6   ,   29 ,     2625 ,        ,9.0
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,b7b5 c4b5 d8d5 b5c6 d5c6 d1f3 c6f3 g5f3 e5e4 d3e4   ,   40 ,   152631 ,64.0    ,
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,b7b5 c4b5 d8d5 b5c6 d5c6 e1h1 c8b7 d1f3 f8e7 b1c3   ,   37 ,   641669 ,82.0    ,
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,c6a5 c4b5 c7c6 d5c6 b7c6 b5a4 c8g4 d1d2 f8e7 h2h3   ,   37 ,   641669 ,125.0   ,
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,c6b4 b1c3 h7h6 g5e4 b4d5 c3d5 f6d5 d1h5 c8e6 h5e5   ,   37 ,   641669 ,149.0   ,
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,b7b5 d5c6 b5c4 e1h1 h7h6 g5f3 f8d6 d3d4 e5e4 f3e5   ,   27 ,   108547 ,76.0    ,
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,c6a5 c4b5 c7c6 d5c6 b7c6 b5a4 c8g4 d1d2 f8e7 e1h1   ,   27 ,   108547 ,100.0   ,
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,c6b4 b1c3 h7h6 g5e4 b4d5 c3d5 f6d5 d1h5 c8e6 h5e5   ,   27 ,   108547 ,114.0   ,
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,c6e7 b1c3 e7f5 e1h1 f8d6 g5e4 e8h8 a2a4 f6e4 c3e4   ,   27 ,   108547 ,128.0   ,
r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQK2R b KQkq -        ,f6d5 e1h1 c8e6 g5e6 f7e6 c4b5 d8d7 b5c6 b7c6 d1h5   ,   27 ,   108547 ,144.0   ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,e8h8 c4b3 c8g4 h2h3 g4f3 d1f3 b8c6 f3d1 c6a5 e1h1   ,   44 ,  3193118 ,17.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,b8c6 d4d5 c6b8 h2h3 e8h8 a2a4 e7e6 c1e3 e6d5 e4d5   ,   44 ,  3193118 ,35.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,c7c6 c4b3 e8h8 e1h1 c8g4 h2h3 g4f3 d1f3 b8d7 f1e1   ,   44 ,  3193118 ,42.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,e8h8 d1e2 c7c6 e4e5 d6e5 d4e5 f6d5 c3e4 c8g4 e4g5   ,   31 ,   151690 ,16.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,c7c6 c4b3 b7b5 a2a3 e8h8 e1h1 c8g4 h2h3 g4f3 d1f3   ,   31 ,   151690 ,44.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,f6e4 c4f7 e8f7 c3e4 h8f8 h2h4 f7g8 h4h5 d8e8 h5h6   ,   31 ,   151690 ,45.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,b8c6 d4d5 c6b8 h2h3 c7c6 a2a4 e8h8 e1h1 b7b6 c1g5   ,   31 ,   151690 ,49.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,a7a6 e1h1 b8c6 h2h3 e7e6 d1e2 b7b5 c4b3 b5b4 c3a4   ,   31 ,   151690 ,50.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,e8h8 c4b3 b8c6 h2h3 c6a5 e1h1 a5b3 a2b3 b7b6 e4e5   ,   25 ,    46537 ,23.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,c7c6 c4b3 b7b5 a2a3 e8h8 e1h1 c8g4 f1e1 e7e6 h2h3   ,   25 ,    46537 ,37.0    ,
rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -        ,c7c6 c4b3 b7b5 a2a3 e8h8 e1h1 c8g4 f1e1 e7e6 h2h3   ,   25 ,    46537 ,37.0    ,
